Matches,Year,Season ,City,Date,Match_type,Player_of_match,Venue,Home Team,Visiting Team,Toss_winner,Toss_decision,Match Winner,Home/Away Result,Won By,Result_margin,Winning Margin Category,Target_Runs,Target_overs,Super_over,Result Method
4,2010,Season 3,Kolkata,14-03-2010,League,MK Tiwary,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Home Win,wickets,7,Dominating Win,136,20,No,Normal
5,2010,Season 3,Chennai,14-03-2010,League,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Deccan Chargers,Bating,Deccan Chargers,Away Win,Runs,31,Moderate Win,191,20,No,Normal
6,2010,Season 3,Ahmedabad,15-03-2010,League,V Sehwag,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,6,Moderate Win,142,20,No,Normal
7,2010,Season 3,Bengaluru,16-03-2010,League,JH Kallis,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Bating,Royal Challengers Bengaluru,Home Win,wickets,8,Dominating Win,204,20,No,Normal
8,2010,Season 3,Kolkata,16-03-2010,League,MS Dhoni,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Bating,Chennai Super Kings,Away Win,Runs,55,Dominating Win,165,20,No,Normal
9,2010,Season 3,Delhi,17-03-2010,League,SR Tendulkar,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Mumbai Indians,Delhi Capitals,Fielding,Mumbai Indians,Away Win,Runs,98,Dominating Win,219,20,No,Normal
10,2010,Season 3,Bengaluru,18-03-2010,League,JH Kallis,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Home Win,wickets,10,Dominating Win,93,20,No,Normal
11,2010,Season 3,Delhi,19-03-2010,League,ML Hayden,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bating,Chennai Super Kings,Away Win,wickets,5,Moderate Win,186,20,No,Normal
12,2010,Season 3,Cuttack,19-03-2010,League,A Symonds,Barabati Stadium,Deccan Chargers,Punjab Kings,Punjab Kings,Fielding,Deccan Chargers,Home Win,Runs,6,Close Match,171,20,No,Normal
13,2010,Season 3,Ahmedabad,20-03-2010,League,AA Jhunjhunwala,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bating,Rajasthan Royals,Home Win,Runs,34,Moderate Win,169,20,No,Normal
14,2010,Season 3,Mumbai,20-03-2010,League,JH Kallis,"Brabourne Stadium, Mumbai",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Bating,Royal Challengers Bengaluru,Away Win,wickets,7,Dominating Win,152,20,No,Normal
15,2010,Season 3,Cuttack,21-03-2010,League,A Symonds,Barabati Stadium,Deccan Chargers,Delhi Capitals,Deccan Chargers,Bating,Deccan Chargers,Home Win,Runs,10,Close Match,172,20,No,Normal
16,2010,Season 3,Chennai,21-03-2010,League,J Theron,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Punjab Kings,Chennai Super Kings,Fielding,Punjab Kings,Away Win,Tie,0,Other,137,20,Yes,Normal
17,2010,Season 3,Mumbai,22-03-2010,League,SR Tendulkar,"Brabourne Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Bating,Mumbai Indians,Home Win,wickets,7,Dominating Win,156,20,No,Normal
18,2010,Season 3,Bengaluru,23-03-2010,League,RV Uthappa,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Fielding,Royal Challengers Bengaluru,Home Win,Runs,36,Moderate Win,172,20,No,Normal
19,2010,Season 3,Chandigarh,24-03-2010,League,AC Voges,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Punjab Kings,Fielding,Rajasthan Royals,Away Win,Runs,31,Moderate Win,184,20,No,Normal
20,2010,Season 3,Mumbai,25-03-2010,League,SR Tendulkar,"Brabourne Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,5,Moderate Win,181,20,No,Normal
21,2010,Season 3,Bengaluru,25-03-2010,League,KM Jadhav,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Fielding,Delhi Capitals,Away Win,Runs,17,Moderate Win,184,20,No,Normal
22,2010,Season 3,Ahmedabad,26-03-2010,League,YK Pathan,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Deccan Chargers,Deccan Chargers,Bating,Rajasthan Royals,Home Win,wickets,8,Dominating Win,149,20,No,Normal
23,2010,Season 3,Chandigarh,27-03-2010,League,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Away Win,Runs,39,Moderate Win,184,20,No,Normal
24,2010,Season 3,Ahmedabad,28-03-2010,League,NV Ojha,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bating,Rajasthan Royals,Home Win,Runs,17,Moderate Win,178,20,No,Normal
25,2010,Season 3,Mumbai,28-03-2010,League,Harbhajan Singh,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,Mumbai Indians,Deccan Chargers,Fielding,Mumbai Indians,Away Win,Runs,41,Moderate Win,173,20,No,Normal
26,2010,Season 3,Delhi,29-03-2010,League,DA Warner,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Bating,Delhi Capitals,Home Win,Runs,40,Moderate Win,178,20,No,Normal
27,2010,Season 3,Mumbai,30-03-2010,League,SL Malinga,"Brabourne Stadium, Mumbai",Mumbai Indians,Punjab Kings,Mumbai Indians,Fielding,Mumbai Indians,Home Win,wickets,4,Moderate Win,164,20,No,Normal
28,2010,Season 3,Chennai,31-03-2010,League,M Vijay,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bating,Chennai Super Kings,Home Win,wickets,5,Moderate Win,162,20,No,Normal
29,2010,Season 3,Delhi,31-03-2010,League,KD Karthik,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bating,Delhi Capitals,Home Win,Runs,67,Dominating Win,189,20,No,Normal
30,2010,Season 3,Kolkata,01-04-2010,League,SC Ganguly,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Home Win,Runs,24,Moderate Win,182,20,No,Normal
31,2010,Season 3,Chandigarh,02-04-2010,League,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Bating,Royal Challengers Bengaluru,Away Win,wickets,6,Moderate Win,182,20,No,Normal
32,2010,Season 3,Chennai,03-04-2010,League,M Vijay,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,23,Moderate Win,247,20,No,Normal
33,2010,Season 3,Mumbai,03-04-2010,League,AT Rayudu,"Brabourne Stadium, Mumbai",Mumbai Indians,Deccan Chargers,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,63,Dominating Win,179,20,No,Normal
34,2010,Season 3,Kolkata,04-04-2010,League,DPMD Jayawardene,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Bating,Punjab Kings,Away Win,wickets,8,Dominating Win,201,20,No,Normal
35,2010,Season 3,Delhi,04-04-2010,League,PD Collingwood,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Bating,Delhi Capitals,Home Win,Runs,37,Moderate Win,185,20,No,Normal
36,2010,Season 3,Nagpur,05-04-2010,League,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Bating,Rajasthan Royals,Away Win,Runs,2,Close Match,160,20,No,Normal
37,2010,Season 3,Chennai,06-04-2010,League,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,24,Moderate Win,166,20,No,Normal
38,2010,Season 3,Jaipur,07-04-2010,League,MJ Lumb,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,Bating,Rajasthan Royals,Home Win,wickets,9,Dominating Win,154,20,No,Normal
39,2010,Season 3,Kolkata,07-04-2010,League,SC Ganguly,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Home Win,Runs,14,Moderate Win,182,20,No,Normal
40,2010,Season 3,Bengaluru,08-04-2010,League,TL Suman,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,Fielding,Deccan Chargers,Away Win,wickets,7,Dominating Win,185,20,No,Normal
41,2010,Season 3,Chandigarh,09-04-2010,League,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Mumbai Indians,Mumbai Indians,Bating,Punjab Kings,Home Win,wickets,6,Moderate Win,155,20,No,Normal
42,2010,Season 3,Nagpur,10-04-2010,League,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Chennai Super Kings,Chennai Super Kings,Bating,Deccan Chargers,Home Win,wickets,6,Moderate Win,139,20,No,Normal
43,2010,Season 3,Bengaluru,10-04-2010,League,R Vinay Kumar,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Home Win,wickets,7,Dominating Win,161,20,No,Normal
44,2010,Season 3,Delhi,11-04-2010,League,PP Chawla,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Punjab Kings,Delhi Capitals,Bating,Punjab Kings,Away Win,wickets,7,Dominating Win,112,20,No,Normal
45,2010,Season 3,Jaipur,11-04-2010,League,SR Tendulkar,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Fielding,Mumbai Indians,Away Win,Runs,37,Moderate Win,175,20,No,Normal
46,2010,Season 3,Nagpur,12-04-2010,League,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Deccan Chargers,Home Win,Runs,13,Moderate Win,152,20,No,Normal
47,2010,Season 3,Mumbai,13-04-2010,League,KA Pollard,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,39,Moderate Win,184,20,No,Normal
48,2010,Season 3,Chennai,13-04-2010,League,R Ashwin,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Bating,Chennai Super Kings,Home Win,wickets,9,Dominating Win,140,20,No,Normal
49,2010,Season 3,Jaipur,14-04-2010,League,KP Pietersen,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Bating,Royal Challengers Bengaluru,Away Win,wickets,5,Moderate Win,131,20,No,Normal
50,2010,Season 3,Chennai,15-04-2010,League,G Gambhir,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bating,Delhi Capitals,Away Win,wickets,6,Moderate Win,113,20,No,Normal
51,2010,Season 3,Dharamsala,16-04-2010,League,RG Sharma,Himachal Pradesh Cricket Association Stadium,Punjab Kings,Deccan Chargers,Deccan Chargers,Fielding,Deccan Chargers,Away Win,wickets,5,Moderate Win,175,20,No,Normal
52,2010,Season 3,Bengaluru,17-04-2010,League,R McLaren,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Fielding,Mumbai Indians,Away Win,Runs,57,Dominating Win,192,20,No,Normal
53,2010,Season 3,Kolkata,17-04-2010,League,JD Unadkat,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Bating,Kolkata Knight Riders,Home Win,wickets,8,Dominating Win,133,20,No,Normal
54,2010,Season 3,Dharamsala,18-04-2010,League,MS Dhoni,Himachal Pradesh Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,6,Moderate Win,193,20,No,Normal
55,2010,Season 3,Delhi,18-04-2010,League,A Symonds,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Deccan Chargers,Deccan Chargers,Bating,Deccan Chargers,Away Win,Runs,11,Moderate Win,146,20,No,Normal
56,2010,Season 3,Kolkata,19-04-2010,League,M Kartik,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Bating,Kolkata Knight Riders,Home Win,wickets,9,Dominating Win,134,20,No,Normal
57,2010,Season 3,Mumbai,21-04-2010,Playoffs,KA Pollard,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Bating,Mumbai Indians,Away Win,Runs,35,Moderate Win,185,20,No,Normal
58,2010,Season 3,Mumbai,22-04-2010,Playoffs,DE Bollinger,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,38,Moderate Win,143,20,No,Normal
59,2010,Season 3,Mumbai,24-04-2010,Playoffs,A Kumble,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,Bating,Royal Challengers Bengaluru,Home Win,wickets,9,Dominating Win,83,20,No,Normal
60,2010,Season 3,Mumbai,25-04-2010,Final,SK Raina,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,22,Moderate Win,169,20,No,Normal
1,2011,Season 4,Chennai,08-04-2011,League,S Anirudha,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,2,Close Match,154,20,No,Normal
2,2011,Season 4,Hyderabad,09-04-2011,League,SK Trivedi,Rajiv Gandhi International Stadium,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,8,Dominating Win,138,20,No,Normal
3,2011,Season 4,Kochi,09-04-2011,League,AB de Villiers,Nehru Stadium,Kochi Tuskers Kerala,Royal Challengers Bengaluru,Kochi Tuskers Kerala,Bating,Royal Challengers Bengaluru,Away Win,wickets,6,Moderate Win,162,20,No,Normal
4,2011,Season 4,Delhi,10-04-2011,League,SL Malinga,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Mumbai Indians,Delhi Capitals,Bating,Mumbai Indians,Away Win,wickets,8,Dominating Win,96,20,No,Normal
5,2011,Season 4,Mumbai,10-04-2011,League,SB Wagh,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors,Punjab Kings,Punjab Kings,Bating,Pune Warriors,Home Win,wickets,7,Dominating Win,113,20,No,Normal
6,2011,Season 4,Kolkata,11-04-2011,League,JH Kallis,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Home Win,Runs,9,Close Match,164,20,No,Normal
7,2011,Season 4,Jaipur,12-04-2011,League,SK Warne,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Bating,Rajasthan Royals,Home Win,wickets,6,Moderate Win,152,20,No,Normal
8,2011,Season 4,Bengaluru,12-04-2011,League,SR Tendulkar,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Fielding,Mumbai Indians,Away Win,wickets,9,Dominating Win,141,20,No,Normal
9,2011,Season 4,Chandigarh,13-04-2011,League,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Chennai Super Kings,Punjab Kings,Fielding,Punjab Kings,Home Win,wickets,6,Moderate Win,189,20,No,Normal
10,2011,Season 4,Mumbai,13-04-2011,League,MD Mishra,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Bating,Pune Warriors,Home Win,wickets,4,Moderate Win,149,20,No,Normal
11,2011,Season 4,Hyderabad,14-04-2011,League,DW Steyn,Rajiv Gandhi International Stadium,Deccan Chargers,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Deccan Chargers,Home Win,Runs,33,Moderate Win,176,20,No,Normal
12,2011,Season 4,Jaipur,15-04-2011,League,G Gambhir,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,9,Dominating Win,160,20,No,Normal
13,2011,Season 4,Mumbai,15-04-2011,League,BB McCullum,Wankhede Stadium,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Fielding,Kochi Tuskers Kerala,Away Win,wickets,8,Dominating Win,183,20,No,Normal
14,2011,Season 4,Chennai,16-04-2011,League,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,21,Moderate Win,184,20,No,Normal
15,2011,Season 4,Hyderabad,16-04-2011,League,PC Valthaty,Rajiv Gandhi International Stadium,Deccan Chargers,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,8,Dominating Win,166,20,No,Normal
16,2011,Season 4,Mumbai,17-04-2011,League,Yuvraj Singh,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors,Delhi Capitals,Delhi Capitals,Fielding,Delhi Capitals,Away Win,wickets,3,Close Match,188,20,No,Normal
17,2011,Season 4,Kolkata,17-04-2011,League,L Balaji,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Home Win,wickets,8,Dominating Win,82,20,No,Normal
18,2011,Season 4,Kochi,18-04-2011,League,BB McCullum,Nehru Stadium,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,Fielding,Kochi Tuskers Kerala,Home Win,wickets,7,Dominating Win,135,17,No,D/L
19,2011,Season 4,Delhi,19-04-2011,League,S Sohal,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Deccan Chargers,Deccan Chargers,Bating,Deccan Chargers,Away Win,Runs,16,Moderate Win,169,20,No,Normal
20,2011,Season 4,Mumbai,20-04-2011,League,MM Patel,Wankhede Stadium,Mumbai Indians,Pune Warriors,Pune Warriors,Bating,Mumbai Indians,Home Win,wickets,7,Dominating Win,119,20,No,Normal
21,2011,Season 4,Kolkata,20-04-2011,League,DPMD Jayawardene,Eden Gardens,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,Fielding,Kochi Tuskers Kerala,Away Win,Runs,6,Close Match,133,20,No,Normal
22,2011,Season 4,Chandigarh,21-04-2011,League,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Punjab Kings,Home Win,Runs,48,Moderate Win,196,20,No,Normal
23,2011,Season 4,Mumbai,22-04-2011,League,Harbhajan Singh,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Fielding,Mumbai Indians,Home Win,Runs,8,Close Match,165,20,No,Normal
24,2011,Season 4,Kolkata,22-04-2011,League,CH Gayle,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,9,Dominating Win,172,20,No,Normal
25,2011,Season 4,Delhi,23-04-2011,League,DA Warner,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Punjab Kings,Punjab Kings,Fielding,Delhi Capitals,Home Win,Runs,29,Moderate Win,232,20,No,Normal
26,2011,Season 4,Hyderabad,24-04-2011,League,SL Malinga,Rajiv Gandhi International Stadium,Deccan Chargers,Mumbai Indians,Deccan Chargers,Fielding,Mumbai Indians,Away Win,Runs,37,Moderate Win,173,20,No,Normal
27,2011,Season 4,Jaipur,24-04-2011,League,SK Warne,Sawai Mansingh Stadium,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,Fielding,Rajasthan Royals,Home Win,wickets,8,Dominating Win,110,20,No,Normal
28,2011,Season 4,Chennai,25-04-2011,League,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,Fielding,Chennai Super Kings,Home Win,Runs,25,Moderate Win,143,20,No,Normal
29,2011,Season 4,Delhi,26-04-2011,League,V Kohli,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,3,Close Match,161,20,No,Normal
30,2011,Season 4,Mumbai,27-04-2011,League,DE Bollinger,"Dr DY Patil Sports Academy, Mumbai",Pune Warriors,Chennai Super Kings,Pune Warriors,Bating,Chennai Super Kings,Away Win,wickets,8,Dominating Win,142,20,No,Normal
31,2011,Season 4,Kochi,27-04-2011,League,I Sharma,Nehru Stadium,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,Fielding,Deccan Chargers,Away Win,Runs,55,Dominating Win,130,20,No,Normal
32,2011,Season 4,Delhi,28-04-2011,League,MK Tiwary,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Fielding,Kolkata Knight Riders,Away Win,Runs,17,Moderate Win,149,20,No,Normal
33,2011,Season 4,Jaipur,29-04-2011,League,J Botha,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Fielding,Rajasthan Royals,Home Win,wickets,7,Dominating Win,95,20,No,Normal
34,2011,Season 4,Bengaluru,29-04-2011,League,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Pune Warriors,Pune Warriors,Fielding,Royal Challengers Bengaluru,Home Win,Runs,26,Moderate Win,182,20,No,Normal
35,2011,Season 4,Kochi,30-04-2011,League,V Sehwag,Nehru Stadium,Kochi Tuskers Kerala,Delhi Capitals,Delhi Capitals,Bating,Delhi Capitals,Away Win,Runs,38,Moderate Win,158,20,No,Normal
36,2011,Season 4,Kolkata,30-04-2011,League,Iqbal Abdulla,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Home Win,wickets,8,Dominating Win,120,20,No,Normal
37,2011,Season 4,Jaipur,01-05-2011,League,LRPL Taylor,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,Rajasthan Royals,Fielding,Rajasthan Royals,Home Win,wickets,6,Moderate Win,144,20,No,Normal
38,2011,Season 4,Chennai,01-05-2011,League,JA Morkel,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,19,Moderate Win,166,20,No,Normal
39,2011,Season 4,Mumbai,02-05-2011,League,KA Pollard,Wankhede Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,Fielding,Mumbai Indians,Home Win,Runs,23,Moderate Win,160,20,No,Normal
